what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426500758
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426502397
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426502912
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426506638
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1390426511076
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1390426513597
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1390426520227
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1390426522740
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1390426529751
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1390426531765
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426535567
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426536753
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1390426538349
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426538720
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426539075
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1390426539100
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1390426569836
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426581858
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426583656
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1390426584615
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1390426586007
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1390426588666
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426624071
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426664127
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1390426670883
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426672471
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1390426677733
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426677751
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426680575
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426916137
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426930578
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1390426931276
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426931289
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426931326
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1390426931894
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1390426933150
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426933187
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1390426936011
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390426992012
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390427156218
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1390427156260
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390427159971
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390427401429
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390427406169
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390427412153
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390427412240
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390427616232
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390427616236
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428416938
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1390428420197
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428423782
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428428068
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428431217
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428432976
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1390428439621
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428442775
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428453434
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428473406
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428475915
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1390428489499
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1390428492170
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1390428492753
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1390428493249
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1390428493761
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1390428494249
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1390428494761
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1390428495257
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1390428504844
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428519728
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428521021
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1390428522147
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1390428542694
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1390428564854
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1390428567080
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1390428568934
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1390428572873
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1390428573099
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1390428573290
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1390428573482
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1390428574785
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428574800
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428576692
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.text.c.format",1390428577261
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1390428579383
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.text.c.format",1390428580180
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1390428583711
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1390428588936
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428597555
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428601849
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428605286
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428605296
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428621541
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1390428622589
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428622607
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428622652
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1390428623228
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1390428644325
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428644372
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1390428647078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390428667494
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1390514637757
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1390514637758
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1390514637758
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1390514637759
started,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1390514637759
started,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1390514637759
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1390514637760
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1390514637761
started,bundle,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui",1390514637761
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1390514637761
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1390514637762
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1390514637762
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1390514637763
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1390514637764
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1390514637765
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1390514637765
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1390514637766
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1390514637766
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1390514637767
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1390514637767
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1390514637768
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1390514637768
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1390514637769
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1390514637769
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1390514637770
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1390514637771
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1390514637771
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1390514637772
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1390514637772
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1390514637773
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1390514637773
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1390514637774
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1390514637774
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1390514637775
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1390514637776
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1390514637776
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1390514637777
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1390514637777
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1390514637778
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1390514637778
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1390514637779
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1390514637779
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1390514637780
